Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
16605794,Funkey Monkey,14,Lakes Entrance,"26 Myer street, Lakes Entrance, VIC",Lakes Entrance,"Lakes Entrance, Lakes Entrance",147.9942247,-37.8783865,"Breakfast, Coffee and Tea",7,Dollar($),No,No,No,No,1,3.8,Yellow,Good,97
17557488,Burger Queen Drive In,216,Lakeview,"109 S F St, Lakeview, OR 97630",Lakeview,"Lakeview, Lakeview",-120.3458,42.1885,"Burger, Desserts, Sandwich",10,Dollar($),No,No,No,No,1,3.6,Yellow,Good,41
17452342,Blue Orchid Thai Restaurant,216,Lincoln,"129 N 10th St, Lincoln, NE 68508",Haymarket,"Haymarket, Lincoln",-96.7072,40.8143,Thai,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,799
16611498,Stillwater on Belmore,14,Lorn,"27 Belmore Rd,, Lorn, NSW",Lorn,"Lorn, Lorn",151.558475,-32.728097,"Breakfast, Coffee and Tea",20,Dollar($),No,No,No,No,2,3.6,Yellow,Good,18
17842104,Mr.,14,Macedon,"23 Victoria St, Macedon, VIC",Macedon,"Macedon, Macedon",144.564174,-37.423189,Cafe,20,Dollar($),No,No,No,No,2,3.5,Yellow,Good,31
17501291,Emilio's Cuban Cafe,216,Macon,"402 Ga. Highway 247, Bonaire, GA 31005",Bonaire,"Bonaire, Macon",-83.594494,32.567741,"Coffee and Tea, Cuban, Latin American",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,146
17500759,Ingleside Village Pizza,216,Macon,"2395 Ingleside Ave, Macon, GA 31204",Macon,"Macon, Macon",-83.657061,32.853896,"Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,478
17500767,Jim Shaw's Seafood Grill & Bar,216,Macon,"3040 Vineville Ave, Macon, GA 31204",Macon,"Macon, Macon",-83.6737,32.8496,Seafood,25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,467
17500819,Mandarin Chinese Restaurant,216,Macon,"3086 Riverside Dr, Macon, GA 31210",Macon,"Macon, Macon",-83.6766,32.8899,"Chinese, Thai",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,302
17500911,Rookery,216,Macon,"543 Cherry St, Macon, GA 31201",Macon,"Macon, Macon",-83.6279,32.8361,"Burger, Desserts, Bar Food",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,289
17501439,Dovetail,216,Macon,"543 Cherry St, Macon, GA 31201",Macon,"Macon, Macon",-83.627979,32.83641,,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,102
17501279,Bonefish Grill,216,Macon,"5080 Riverside Dr, Macon, GA 31210",Macon,"Macon, Macon",-83.713978,32.929278,"American, Seafood",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,293
17500695,Downtown Grill,216,Macon,"562 Mulberry St, Macon, GA 31201",Macon,"Macon, Macon",-83.6276,32.8375,Steak,70,Dollar($),No,No,No,No,4,4,Green,Very Good,195
17501298,Greek Corner Deli,216,Macon,"587 Cherry St, Macon, GA 31201",Macon,"Macon, Macon",-83.628703,32.83654,"Desserts, Greek, Sandwich",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,244
17500847,Natalia's,216,Macon,"201 North Macon St., Macon, GA 31210",Macon,"Macon, Macon",-83.787993,32.928495,"European, Italian, Mediterranean",70,Dollar($),No,No,No,No,4,4.2,Green,Very Good,379
17500872,Papouli's Mediterranean Cafe & Market,216,Macon,"121 Tom Hill Sr Blvd, Macon, GA 31210",Macon,"Macon, Macon",-83.6873,32.901,"Greek, Mediterranean, Vegetarian",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,223
17501315,Benson's Steak and Sushi,216,Macon,"1289 S Houston Lake Rd, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.662421,32.556873,"American, Chinese, Sushi",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,243
17501201,My Fathers Place,216,Macon,"2507 Moody Rd, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.624,32.5786,Italian,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,104
17501247,Sushi Thai Restaurant,216,Macon,"2624 Watson Blvd Ste D, Warner Robins, GA 31093",Warner Robins,"Warner Robins, Macon",-83.6665,32.6184,"Japanese, Sushi, Thai",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,153
17501281,The Mellow Mushroom,216,Macon,"710 Lake Joy Road, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.691044,32.552684,"Pizza, Sandwich, Vegetarian",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,323
17501143,El Jalisciense Mexican Restaurant,216,Macon,"1224 Russell Pkwy, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.64935,32.594666,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,181
17501292,Greek Village,216,Macon,"1801 Watson Blvd, Warner Robins, GA 31093",Warner Robins,"Warner Robins, Macon",-83.636618,32.6176839,"American, Greek, Seafood",25,Dollar($),No,No,No,No,2,4,Green,Very Good,316
17501308,Martin's BBQ,216,Macon,"102 S Armed Forces Boulevard, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.600201,32.619321,BBQ,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,288
17501301,Thai Pepper,216,Macon,"1806 Russell Parkway, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.665557,32.593264,"Japanese, Sushi, Thai",10,Dollar($),No,No,No,No,1,4,Green,Very Good,232
17501268,Zen Japanese Steakhouse and Sushi Bar,216,Macon,"4086 Watson Blvd, Warner Robins, GA 31093",Warner Robins,"Warner Robins, Macon",-83.7184,32.6147,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,314
16611701,Star Buffet,14,Mayfield,"58 Hanbury St, Mayfield, NSW",Mayfield,"Mayfield, Mayfield",151.7343832,-32.899178,Asian,20,Dollar($),No,No,No,No,2,2.9,Orange,Average,11
17482142,Triangle Restaurant,216,Mc Millan,"21053 State Hwy M28, Mc Millan, MI 49853",Mc Millan,"Mc Millan, Mc Millan",-85.7363,46.3718,"Breakfast, Burger",10,Dollar($),No,No,No,No,1,2.4,Red,Poor,17
16609169,Three Anchors,14,Middleton Beach,"2 Flinders Pde, Middleton Beach, WA",Middleton Beach,"Middleton Beach, Middleton Beach",117.917166,-35.025861,"Bar Food, Modern Australian",30,Dollar($),No,No,No,No,3,3.8,Yellow,Good,176
17606621,HI Lite Bar & Lounge,216,Miller,"109 N Broadway Ave, Miller, SD 57362",Miller,"Miller, Miller",-98.9891,44.5158,,0,Dollar($),No,No,No,No,1,3.4,Orange,Average,11
17687832,Vince's Restaurant & Pizzeria,216,Monroe,"619 4th Ave, Monroe, WI 53566",Monroe,"Monroe, Monroe",-89.653487,42.606306,"Italian, Pizza",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,65
16613059,Poets Cafe,14,Montville,"167 Main St, Montville, QLD",Montville,"Montville, Montville",152.893735,-26.690462,"Coffee and Tea, Modern Australian",30,Dollar($),No,No,No,No,3,2.4,Red,Poor,193
17534788,The Artesian Restaurant,216,Ojo Caliente,"Ojo Caliente Mineral Springs Resort And Spa 50 Los Banos Rd, Ojo Caliente, NM 87549",Ojo Caliente,"Ojo Caliente, Ojo Caliente",-106.057666,36.313638,"American, International, Southwestern",40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,30
17061237,Ceví_che Tapas Bar & Restaurant,216,Orlando,"125 West Church Street, Orlando, FL 32801",Church Street District,"Church Street District, Orlando",-81.381077,28.540432,"Spanish, Tapas",40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,981
17057397,'Ohana,216,Orlando,"1600 Seven Seas Drive, Lake Buena Vista, FL 32830",Disney World Area,"Disney World Area, Orlando",-81.585226,28.405437,Hawaiian,45,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1151
17058534,Earl of Sandwich,216,Orlando,"1750 E Buena Vista Drive, Lake Buena Vista, FL 32830",Disney: Downtown Disney,"Disney: Downtown Disney, Orlando",-81.514608,28.372858,"American, Sandwich, Salad",35,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,1341
17060320,Raglan Road Irish Pub and Restaurant,216,Orlando,"1640 E Buena Vista Drive, Lake Buena Vista, FL 32830",Disney: Downtown Disney,"Disney: Downtown Disney, Orlando",-81.517725,28.371338,Irish,50,Dollar($),No,No,No,No,4,4.3,Green,Very Good,782
17057925,Cafí© Tu Tu Tango,216,Orlando,"8625 International Drive, Orlando, FL 32819",I-Drive/Universal,"I-Drive/Universal, Orlando",-81.469986,28.440344,"New American, Tapas",40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,1293
17060869,Texas de Brazil,216,Orlando,"5259 International Drive, Orlando, FL 32819",I-Drive/Universal,"I-Drive/Universal, Orlando",-81.4510725,28.4676808,"Brazilian, Steak",100,Dollar($),No,No,No,No,4,4.6,Dark Green,Excellent,2324
17057591,Bahama Breeze Island Grille,216,Orlando,"8849 International Drive, Orlando, FL 32819",I-Drive/Universal,"I-Drive/Universal, Orlando",-81.471526,28.437065,Caribbean,45,Dollar($),No,No,No,No,3,4.3,Green,Very Good,910
17059541,Maggiano's Little Italy,216,Orlando,"9101 International Drive,Orlando, FL 32819",I-Drive/Universal,"I-Drive/Universal, Orlando",-81.471447,28.433235,Italian,50,Dollar($),No,No,No,No,4,4.4,Green,Very Good,886
17064266,Hawkers Asian Street Fare,216,Orlando,"1103 N Mills Avenue, Orlando, FL 32803",Mills 50,"Mills 50, Orlando",-81.364347,28.560505,"Asian, Thai",35,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,1293
17064405,Tako Cheena by Pom Pom,216,Orlando,"932 North Mills Avenue, Orlando, FL 32803",Mills 50,"Mills 50, Orlando",-81.364547,28.557845,"Asian, Latin American, Vegetarian",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,570
17060516,Seasons 52 Fresh Grill,216,Orlando,"7700 West Sand Lake Road, Orlando, FL 32819",Restaurant Row,"Restaurant Row, Orlando",-81.487978,28.448175,American,60,Dollar($),No,No,No,No,4,4.4,Green,Very Good,1685
17059012,Hollerbach's Willow Tree Cafí©,216,Orlando,"205 East 1st Street, Sanford, FL 32771",Sanford,"Sanford, Orlando",-81.266871,28.811653,German,40,Dollar($),No,No,No,No,3,4.8,Dark Green,Excellent,1699
17061296,Pom Pom's Teahouse and Sandwicheria,216,Orlando,"67 North Bumby Avenue, Orlando, FL 32803",The Milk District,"The Milk District, Orlando",-81.351467,28.543571,"American, Sandwich, Tea",25,Dollar($),No,No,No,No,2,4.9,Dark Green,Excellent,1457
17061205,Yellow Dog Eats,216,Orlando,"1236 Hempel Avenue,Gotha, FL 34786",Windermere,"Windermere, Orlando",-81.522987,28.527592,"American, BBQ, Sandwich",35,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,1252
17064031,Tibby's New Orleans Kitchen,216,Orlando,"2203 Aloma Avenue, Winter Park, FL 32792",Winter Park,"Winter Park, Orlando",-81.322631,28.601088,Cajun,25,Dollar($),No,No,No,No,2,4.7,Dark Green,Excellent,1412
17066603,The Coop,216,Orlando,"610 W Morse Boulevard, Winter Park, FL 32789",Winter Park,"Winter Park, Orlando",-81.357219,28.597366,"Southern, Cajun, Soul Food",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,432
17057797,Bosphorous Turkish Cuisine,216,Orlando,"108 S Park Ave, Winter Park, FL 32789",Winter Park,"Winter Park, Orlando",-81.3508344,28.5976271,"Mediterranean, Turkish",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,568
17061253,Ethos Vegan Kitchen,216,Orlando,"601-B South New York Avenue, Winter Park, FL 32789",Winter Park,"Winter Park, Orlando",-81.352921,28.592857,"American, Breakfast, Vegetarian",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,797
17059060,Hillstone,216,Orlando,"215 South Orlando Avenue, Winter Park, FL 32789",Winter Park,"Winter Park, Orlando",-81.36526,28.596682,,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,1158
17061231,The Ravenous Pig,216,Orlando,"565 W Fairbanks Avenue, Winter Park, FL 32789",Winter Park,"Winter Park, Orlando",-81.356024,28.593297,Pub Food,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,1998
16613649,Vivo Bar and Grill,14,Palm Cove,"49 Williams Esplanade, Palm Cove, QLD",Palm Cove,"Palm Cove, Palm Cove",145.670768,-16.748083,"Mediterranean, Seafood",30,Dollar($),No,No,No,No,3,4.4,Green,Very Good,381
18255631,Pier 70,14,Paynesville,"70 The Esplanade, Paynesville",Paynesville,"Paynesville, Paynesville",147.7227832,-37.9194154,Modern Australian,120,Dollar($),No,No,No,No,4,2.6,Orange,Average,16
16608483,DiVine,14,Penola,"39 Church St, Penola, SA",Penola,"Penola, Penola",140.837409,-37.379153,"Cafe, Coffee and Tea, Sandwich",20,Dollar($),No,No,No,No,2,3.4,Orange,Average,19
